ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,pe,pb,total_mv
689009.SH,2023-01-03,30.52,30.88,30.17,30.62,30.49,0.13,0.4264,37836.81,115852.797,0.7394,1.41,53.17,4.563,2183154.3747
689009.SH,2023-01-04,30.69,30.76,30.14,30.3,30.62,-0.32,-1.0451,31537.7,95993.326,0.6163,1.08,52.6144,4.5153,2160338.9142
689009.SH,2023-01-05,30.37,30.74,30.18,30.62,30.3,0.32,1.0561,28082.76,85798.608,0.5488,0.9,53.17,4.563,2183154.3747
689009.SH,2023-01-06,30.58,30.69,30.2,30.31,30.62,-0.31,-1.0124,43217.55,131213.412,0.8446,1.31,52.6317,4.5168,2161051.8973
689009.SH,2023-01-09,30.4,31.32,30.3,30.93,30.31,0.62,2.0455,41859.97,129312.859,0.8181,1.25,53.7083,4.6092,2205256.852
689009.SH,2023-01-10,30.94,31.17,30.33,30.52,30.93,-0.41,-1.3256,36831.04,112413.068,0.7198,1.01,52.9964,4.5481,2176024.5433
689009.SH,2023-01-11,30.62,31.09,30.41,30.6,30.52,0.08,0.2621,28013.84,85961.62,0.5475,0.77,53.1353,4.5601,2181728.4084
689009.SH,2023-01-12,30.75,30.75,30.28,30.37,30.6,-0.23,-0.7516,20531.16,62513.454,0.4012,0.58,52.7359,4.5258,2165329.7962
689009.SH,2023-01-13,30.45,30.98,30.22,30.98,30.37,0.61,2.0086,30506.42,93341.25,0.5962,0.89,53.7951,4.6167,2208821.7677
689009.SH,2023-01-16,31.1,32.65,30.8,31.9,30.98,0.92,2.9697,67597.92,215182.249,1.321,2.14,55.3927,4.7538,2274416.2166
689009.SH,2023-01-17,31.88,32.18,31.56,31.93,31.9,0.03,0.094,29818.85,95081.103,0.5827,0.81,55.4448,4.7583,2276555.166
689009.SH,2023-01-18,32.05,32.25,31.4,31.51,31.93,-0.42,-1.3154,25941.35,82347.429,0.507,0.74,54.7155,4.6957,2246609.8741
689009.SH,2023-01-19,31.54,32.23,31.28,31.83,31.51,0.32,1.0156,33415.28,106223.648,0.653,0.96,55.2711,4.7434,2269425.3346
689009.SH,2023-01-20,32.06,32.5,31.51,31.93,31.83,0.1,0.3142,47399.25,151902.597,0.9263,1.27,55.5583,4.768,2281218.5745
689009.SH,2023-01-30,32.42,33.36,32.11,32.83,31.93,0.9,2.8187,74358.96,244864.291,1.4532,1.82,57.1243,4.9024,2345518.503
689009.SH,2023-01-31,32.83,34.15,32.8,33.19,32.83,0.36,1.0966,48780.18,162649.755,0.9533,1.16,57.7507,4.9562,2371238.4744
689009.SH,2023-02-01,33.0,34.81,33.0,34.39,33.19,1.2,3.6155,62875.49,213920.682,1.2288,1.37,59.8388,5.1353,2456971.7124
689009.SH,2023-02-02,34.69,35.36,34.01,34.25,34.39,-0.14,-0.4071,72116.07,250114.221,1.4093,1.35,59.5952,5.1144,2446969.5013
689009.SH,2023-02-03,34.21,34.46,33.4,33.88,34.25,-0.37,-1.0803,44409.0,150265.503,0.8679,0.73,58.9514,5.0592,2420535.0862
689009.SH,2023-02-06,33.89,34.76,33.18,33.91,33.88,0.03,0.0885,54105.95,183788.827,1.0574,0.89,59.0036,5.0637,2422678.4172
689009.SH,2023-02-07,33.82,36.6,33.66,35.9,33.91,1.99,5.8685,85398.93,302212.031,1.6689,1.51,62.4662,5.3608,2564852.7035
689009.SH,2023-02-08,35.95,36.43,35.09,35.93,35.9,0.03,0.0836,61065.38,218165.875,1.1934,0.96,62.5184,5.3653,2566996.0345
689009.SH,2023-02-09,35.9,36.15,35.21,35.8,35.93,-0.13,-0.3618,52199.9,186017.133,1.0201,0.82,62.2922,5.3459,2557708.267
689009.SH,2023-02-10,35.67,36.61,35.52,36.03,35.8,0.23,0.6425,50946.6,184137.903,0.9956,0.86,62.6924,5.3802,2574140.471
689009.SH,2023-02-13,35.89,36.03,35.0,35.04,36.03,-0.99,-2.7477,55886.27,197252.389,1.0922,0.92,60.9698,5.2324,2503410.5496
689009.SH,2023-02-14,35.3,35.49,34.61,34.67,35.04,-0.37,-1.0559,40267.37,140518.596,0.7869,0.66,60.326,5.1772,2476976.1346
689009.SH,2023-02-15,34.54,34.89,33.82,33.98,34.67,-0.69,-1.9902,57689.19,197232.107,1.1274,1.11,59.1254,5.0741,2427679.5227
689009.SH,2023-02-16,34.16,34.36,32.9,33.12,33.98,-0.86,-2.5309,60561.73,204212.085,1.1835,1.18,57.6289,4.9457,2366237.3688
689009.SH,2023-02-17,33.16,33.33,32.78,32.78,33.12,-0.34,-1.0266,44869.52,148233.88,0.8769,0.85,57.0373,4.8949,2341946.2847
689009.SH,2023-02-20,32.8,33.5,32.5,33.43,32.78,0.65,1.9829,40616.15,134243.526,0.7937,0.78,58.1683,4.992,2388385.122
689009.SH,2023-02-21,33.44,34.49,33.27,33.83,33.43,0.4,1.1965,42986.74,146086.0,0.8401,0.88,58.8643,5.0517,2416962.868
689009.SH,2023-02-22,33.83,34.25,33.42,33.98,33.83,0.15,0.4434,29489.45,99930.329,0.5763,0.6,59.1254,5.0741,2427679.5227
689009.SH,2023-02-23,34.21,34.21,33.25,33.5,33.98,-0.48,-1.4126,36619.55,123425.607,0.7156,0.84,58.2901,5.0024,2393386.2275
689009.SH,2023-02-24,33.49,33.75,33.05,33.21,33.5,-0.29,-0.8657,23369.73,77879.978,0.4567,0.6,57.7855,4.9591,2372667.3617
689009.SH,2023-02-27,33.2,33.2,31.32,31.66,33.21,-1.55,-4.6673,81957.85,261875.776,1.6017,2.37,55.0885,4.7277,2261928.5959
689009.SH,2023-02-28,32.09,33.19,31.98,33.0,31.66,1.34,4.2325,105633.28,345354.408,2.0644,2.46,57.4201,4.8199,2357664.045
689009.SH,2023-03-01,33.15,34.13,33.15,33.54,33.0,0.54,1.6364,57720.46,194467.609,1.128,1.04,58.3597,4.8987,2396244.0021
689009.SH,2023-03-02,33.54,35.14,33.5,34.54,33.54,1.0,2.9815,77650.79,268059.014,1.5175,1.27,60.0998,5.0448,2467688.3671
689009.SH,2023-03-03,34.99,35.26,34.05,34.57,34.54,0.03,0.0869,50579.73,175126.661,0.9885,0.73,60.152,5.0492,2469831.6981
689009.SH,2023-03-06,34.69,34.88,33.85,33.89,34.57,-0.68,-1.967,42473.29,144732.232,0.83,0.57,58.9688,4.9499,2421249.5299
689009.SH,2023-03-07,34.0,34.55,33.37,33.37,33.89,-0.52,-1.5344,45376.35,154073.758,0.8868,0.68,58.0639,4.8739,2384098.4601
689009.SH,2023-03-08,33.4,34.2,33.4,34.08,33.37,0.71,2.1277,36343.99,122989.643,0.7103,0.66,59.2994,4.9776,2434823.9592
689009.SH,2023-03-09,34.33,34.33,33.38,33.41,34.08,-0.67,-1.966,36820.42,124072.186,0.7196,0.73,58.1335,4.8798,2386956.2347
689009.SH,2023-03-10,33.08,33.27,32.32,32.61,33.41,-0.8,-2.3945,34566.37,112939.123,0.6755,0.82,56.7415,4.7629,2329800.7427
689009.SH,2023-03-13,32.01,32.68,31.75,32.45,32.61,-0.16,-0.4906,36311.48,116715.098,0.7096,0.93,56.4631,4.7395,2318369.6443
689009.SH,2023-03-14,32.33,32.84,31.86,31.88,32.45,-0.57,-1.7565,38766.27,124510.109,0.7576,1.02,55.4713,4.6563,2277646.3562
689009.SH,2023-03-15,32.16,32.67,32.1,32.18,31.88,0.3,0.941,25412.34,82231.169,0.4966,0.7,55.9933,4.7001,2299079.6657
689009.SH,2023-03-16,32.23,32.79,32.2,32.39,32.18,0.21,0.6526,30154.41,97979.133,0.5893,0.88,56.3587,4.7308,2314082.9824
689009.SH,2023-03-17,32.8,32.93,32.31,32.6,32.39,0.21,0.6483,37431.05,121926.476,0.7315,1.13,56.7241,4.7614,2329086.299
689009.SH,2023-03-20,32.6,33.2,32.06,32.36,32.6,-0.24,-0.7362,40241.49,131350.068,0.7864,1.2,56.3065,4.7264,2311939.6514
689009.SH,2023-03-21,32.34,34.92,32.15,34.65,32.36,2.29,7.0766,86385.31,292343.751,1.6882,2.51,60.2912,5.0609,2475547.2473
689009.SH,2023-03-22,35.0,35.3,34.02,34.38,34.65,-0.27,-0.7792,67729.93,234480.631,1.3236,1.54,59.8214,5.0214,2456257.2687
689009.SH,2023-03-23,34.5,35.27,34.08,34.81,34.38,0.43,1.2507,65279.54,226463.758,1.2757,1.25,60.5696,5.0842,2486978.3457
689009.SH,2023-03-24,34.9,36.05,34.6,35.69,34.81,0.88,2.528,75931.45,269636.138,1.4839,1.28,62.1008,5.2128,2549849.3869
689009.SH,2023-03-27,35.7,36.56,35.45,36.42,35.69,0.73,2.0454,87925.41,317676.101,1.7183,1.31,63.371,5.3194,2602003.7733
689009.SH,2023-03-28,36.5,36.6,34.95,35.67,36.42,-0.75,-2.0593,68027.91,241918.231,1.3294,0.89,62.066,5.2098,2548420.4996
689009.SH,2023-03-29,35.35,35.86,35.02,35.24,35.67,-0.43,-1.2055,42337.17,149626.063,0.8274,0.58,61.3178,5.147,2517699.4226
689009.SH,2023-03-30,35.01,38.46,35.01,38.2,35.24,2.96,8.3995,116022.58,430594.46,2.2674,1.71,66.4682,5.5794,2729174.743
689009.SH,2023-03-31,37.5,38.06,37.03,37.64,38.2,-0.56,-1.466,90939.35,340997.306,1.7772,1.17,59.6859,5.4915,2689165.8986
689009.SH,2023-04-03,37.8,38.59,37.02,37.35,37.64,-0.29,-0.7705,84471.59,317633.869,1.6508,1.04,59.226,5.4492,2668447.0328
689009.SH,2023-04-04,37.58,38.54,37.1,37.55,37.35,0.2,0.5355,77598.34,291607.566,1.5165,0.97,59.5432,5.4784,2682735.9058
689009.SH,2023-04-06,37.58,37.7,35.43,36.2,37.55,-1.35,-3.5952,95941.9,347530.326,1.875,1.17,57.4025,5.2814,2586286.013
689009.SH,2023-04-07,36.45,37.29,36.1,36.88,36.2,0.68,1.8785,61362.72,225285.292,1.1992,0.66,58.4807,5.3807,2634868.1812
